apts;hp;floors;groundArea;matter;value;x;y;temperature
2.0;12.0;2.0;140.0;2.0;52.0;0.7551015427912523;0.03975880654593833;4.0
1.0;11.0;1.0;50.0;0.0;5.0;0.08432701978183721;0.999080006061374;3.0
4.0;24.0;4.0;208.0;2.0;104.0;0.9326813636344644;0.3952738905897829;4.0
1.0;12.0;2.0;50.0;0.0;5.0;0.2781378414976232;0.9770945995691118;3.0
4.0;71.0;15.0;218.0;1.0;108.0;0.19526201789467124;0.6814408462352723;4.0
1.0;11.0;1.0;50.0;0.0;5.0;0.6852391627472005;0.24490180533648043;1.0
3.0;23.0;5.0;156.0;2.0;15.0;0.3693257847908177;0.11887762060659635;2.0
2.0;31.0;10.0;141.0;1.0;28.0;0.7888062550009427;0.6658580486948956;3.0
3.0;23.0;5.0;167.0;2.0;72.0;0.9249663316944962;0.7954304452944769;4.0
1.0;11.0;1.0;50.0;0.0;5.0;0.9134934831831519;0.815465694308727;2.0
1.0;11.0;1.0;50.0;0.0;5.0;0.4920734861806336;0.17641106197131529;1.0
3.0;56.0;15.0;188.0;1.0;78.0;0.47693925521032765;0.8404324548992677;4.0
1.0;11.0;3.0;76.0;2.0;31.0;0.29611868476446845;0.4990227552634935;4.0
1.0;9.0;1.0;91.0;2.0;9.0;0.8876996390531863;0.23260446571531523;2.0
3.0;56.0;15.0;189.0;1.0;54.0;0.4419576313550334;0.8695095231640857;3.0
1.0;32.0;21.0;58.0;1.0;29.0;0.8488179050341913;0.6145154284540509;4.0
2.0;12.0;2.0;143.0;2.0;14.0;0.1823237538604453;0.576134223562064;2.0
1.0;25.0;14.0;68.0;1.0;6.0;0.6500620245683437;0.7183415718182052;3.0
1.0;12.0;4.0;75.0;2.0;31.0;0.6237572505380732;0.6069851587465716;4.0
1.0;11.0;1.0;50.0;0.0;29.0;0.2633181424332264;0.16555535308823277;4.0
3.0;20.0;4.0;164.0;2.0;48.0;0.6435637397239004;0.3808149701905137;3.0
2.0;39.0;14.0;100.0;1.0;20.0;0.44992145068370426;0.8953826968939146;3.0
1.0;11.0;1.0;50.0;0.0;5.0;0.6284202204131497;0.20192913197479267;2.0
1.0;11.0;1.0;50.0;0.0;5.0;0.8770566622125321;0.749035659641753;3.0
1.0;11.0;1.0;50.0;0.0;5.0;0.604888725229711;0.6168457388263284;1.0
1.0;11.0;1.0;50.0;0.0;5.0;0.8690632645452311;0.3571239473596963;1.0
1.0;11.0;1.0;50.0;0.0;29.0;0.4521272461950021;0.17907474037027404;4.0
1.0;12.0;2.0;50.0;0.0;29.0;0.4372227292614115;0.35000814935752456;4.0
1.0;12.0;2.0;50.0;0.0;5.0;0.4674922130381489;0.5512961762738144;3.0
1.0;11.0;1.0;50.0;0.0;29.0;0.07356343366661355;0.20068391439090083;4.0
1.0;12.0;4.0;51.0;2.0;29.0;0.4110955522294598;0.22362126723281495;4.0
3.0;14.0;2.0;188.0;2.0;18.0;0.403796985493612;0.2444077525312326;2.0
1.0;12.0;2.0;50.0;0.0;5.0;0.10837154342992206;0.3906136989159339;2.0
1.0;11.0;1.0;50.0;0.0;5.0;0.3717326096643454;0.3686173838204494;2.0
3.0;20.0;4.0;192.0;2.0;57.0;0.6631631040131857;0.21665806108917907;3.0
1.0;11.0;3.0;94.0;2.0;9.0;0.7592837897637235;0.5974121664507218;3.0
1.0;11.0;1.0;50.0;0.0;5.0;0.3119822572185461;0.41979914844994515;2.0
1.0;11.0;1.0;50.0;0.0;5.0;0.462257785668825;0.975512352751399;3.0
1.0;12.0;2.0;50.0;0.0;5.0;0.27740869826912584;0.14288413506655362;2.0
4.0;28.0;5.0;205.0;2.0;80.0;0.11095370303370833;0.10098802950381136;3.0
1.0;11.0;1.0;50.0;0.0;5.0;0.6238212771493945;0.1363724713924187;2.0
3.0;14.0;2.0;179.0;2.0;75.0;0.7722018353298525;0.6672055753023697;4.0
1.0;12.0;2.0;50.0;0.0;29.0;0.3253467929868096;0.1977184304150349;4.0
4.0;99.0;22.0;225.0;1.0;22.0;0.4711958150797002;0.14833055944510498;2.0
1.0;38.0;27.0;68.0;1.0;30.0;0.2783577381665747;0.9141164579632514;4.0
1.0;12.0;2.0;50.0;0.0;5.0;0.15308782722887504;0.7375157838849263;1.0
1.0;11.0;3.0;89.0;2.0;8.0;0.4370668131493769;0.6763919378647024;2.0
4.0;79.0;17.0;203.0;1.0;80.0;0.8578957766474961;0.4915400464409332;3.0
1.0;21.0;10.0;55.0;1.0;5.0;0.01651416110769377;0.6144698404514441;2.0
1.0;31.0;20.0;61.0;1.0;30.0;0.7933085358626862;0.35358314065667085;4.0
1.0;12.0;2.0;50.0;0.0;5.0;0.3661720352646791;0.5078359568842161;3.0
1.0;11.0;1.0;50.0;0.0;5.0;0.35154252281429366;0.7180739606262034;1.0
2.0;53.0;21.0;143.0;1.0;52.0;0.21731568267042434;0.7093889084317693;4.0
2.0;16.0;4.0;111.0;2.0;22.0;0.49350846574785856;0.5657641549983591;3.0
2.0;12.0;2.0;111.0;2.0;5.0;0.7008416410059938;0.15377799277264081;1.0
1.0;37.0;26.0;94.0;1.0;5.0;0.5923148516987509;0.35092428548818;1.0
1.0;11.0;1.0;50.0;0.0;5.0;0.9783066530970133;0.3611944164688027;1.0
1.0;12.0;2.0;50.0;0.0;29.0;0.5602192013718161;0.12356867243126868;4.0
4.0;16.0;2.0;204.0;2.0;5.0;0.4787545792944742;0.31619505468353715;1.0
1.0;11.0;1.0;50.0;0.0;5.0;0.03025831746744667;0.4113967384151408;3.0
4.0;99.0;22.0;213.0;1.0;5.0;0.9167165060521444;0.6656999190444245;1.0
1.0;12.0;2.0;50.0;0.0;5.0;0.3318917477813631;0.5979484663447588;1.0
1.0;12.0;4.0;53.0;2.0;5.0;0.6982840557121605;0.7749328572762683;1.0
3.0;41.0;10.0;193.0;1.0;57.0;0.8682489763488889;0.29431286465105067;3.0
3.0;17.0;3.0;163.0;2.0;5.0;0.26897342520145306;0.6725604393354145;1.0
1.0;11.0;1.0;50.0;0.0;5.0;0.5623777529750424;0.9866983955759681;3.0
2.0;10.0;1.0;131.0;2.0;26.0;0.8962852782163305;0.0062487608091545965;3.0
3.0;47.0;12.0;163.0;1.0;5.0;0.4283261271565305;0.08940181873853348;1.0
1.0;12.0;2.0;50.0;0.0;29.0;0.06728992676643153;0.7443757897531489;4.0
1.0;12.0;2.0;50.0;0.0;5.0;0.5129543604634241;0.5448263536857585;2.0
4.0;19.0;2.0;207.0;1.0;20.0;0.6389890062201224;0.5797570254415382;2.0
2.0;18.0;5.0;103.0;2.0;20.0;0.35883915918211595;0.7366874408520098;3.0
1.0;11.0;1.0;50.0;0.0;5.0;0.05993287921748758;0.2289340212150811;3.0
4.0;12.0;1.0;206.0;2.0;80.0;0.7829993136350596;0.9458917420210108;3.0
2.0;16.0;4.0;105.0;2.0;10.0;0.2762903005509497;0.2690325759109816;2.0
4.0;67.0;14.0;215.0;1.0;21.0;0.7520734290037554;0.42294146090765583;2.0
1.0;11.0;1.0;50.0;0.0;29.0;0.4750384352533197;0.2572811339772314;4.0
1.0;11.0;1.0;50.0;0.0;5.0;0.48233009856025655;0.9642442344345773;1.0
1.0;11.0;1.0;50.0;0.0;5.0;0.6749097919830059;0.45040929149223363;1.0
4.0;16.0;2.0;203.0;2.0;104.0;0.8771367452888439;0.09371379500894983;4.0
1.0;12.0;2.0;50.0;0.0;5.0;0.6128500542951878;0.39907255176038847;1.0
1.0;12.0;2.0;50.0;0.0;29.0;0.07484126075309094;0.7570273572930623;4.0
4.0;20.0;3.0;201.0;2.0;80.0;0.18232127949030152;0.07085481270642968;3.0
2.0;18.0;5.0;113.0;2.0;11.0;0.3189822011923169;0.5953978811430027;2.0
1.0;11.0;3.0;99.0;2.0;33.0;0.9670923609593371;0.14049092988388323;4.0
1.0;11.0;1.0;50.0;0.0;5.0;0.8561830425422797;0.6599193281001919;1.0
1.0;11.0;1.0;50.0;0.0;5.0;0.049059382599840995;0.5340985254560318;3.0
3.0;86.0;25.0;160.0;1.0;16.0;0.5563667305895775;0.7894828418366199;2.0
2.0;17.0;3.0;105.0;1.0;10.0;0.2334134248118216;0.4213484702442244;2.0
2.0;39.0;14.0;113.0;1.0;5.0;0.37008272190410285;0.599496123266929;1.0
1.0;12.0;2.0;50.0;0.0;29.0;0.4359471043578942;0.404371869385559;4.0
3.0;101.0;30.0;188.0;1.0;18.0;0.9003531303423511;0.3882923731854043;2.0
2.0;12.0;2.0;142.0;2.0;14.0;0.9346355163778807;0.3651320918037271;2.0
1.0;11.0;1.0;50.0;0.0;5.0;0.7673115233566535;0.1789234677110263;2.0
1.0;11.0;3.0;71.0;2.0;5.0;0.13635224139635926;0.1202589595798016;1.0
1.0;13.0;5.0;83.0;2.0;32.0;0.09445979259601223;0.8102287740932855;4.0
4.0;12.0;1.0;205.0;2.0;5.0;0.5993658218890417;0.32294658428627765;1.0
1.0;12.0;2.0;50.0;0.0;5.0;0.42352197770092603;0.6069917571861206;2.0
1.0;11.0;1.0;50.0;0.0;5.0;0.7438011298503022;0.6951475204433355;3.0
4.0;20.0;3.0;208.0;2.0;104.0;0.9089095329456561;0.2361855799320498;4.0
3.0;23.0;5.0;170.0;2.0;51.0;0.5670528448982501;0.6849518086580596;3.0
1.0;12.0;2.0;50.0;0.0;5.0;0.8512385277302589;0.43779921097141594;1.0
3.0;95.0;28.0;153.0;1.0;15.0;0.7281382191948943;0.28851269125317514;2.0
1.0;11.0;1.0;50.0;0.0;5.0;0.8197433665252986;0.4451002955484078;2.0
2.0;14.0;3.0;138.0;2.0;26.0;0.18139940677938848;0.5033379740299511;3.0
1.0;27.0;16.0;66.0;1.0;6.0;0.3690986259995619;0.6506252691190354;3.0
2.0;16.0;4.0;128.0;2.0;12.0;0.06504106842364366;0.9880106096529978;2.0
1.0;12.0;2.0;50.0;0.0;5.0;0.11478134689688613;0.3757167748993103;3.0
3.0;32.0;7.0;188.0;1.0;78.0;0.11331187213422678;0.8469562836654566;4.0
3.0;20.0;4.0;172.0;2.0;17.0;0.628405277468289;0.10788074658236912;2.0
1.0;29.0;18.0;69.0;1.0;6.0;0.14818818076056206;0.35268140464508824;3.0
4.0;91.0;20.0;206.0;1.0;5.0;0.028334475825280925;0.44139915632125193;1.0
3.0;11.0;1.0;154.0;2.0;5.0;0.15563973938442155;0.8834921074453482;1.0
3.0;11.0;1.0;174.0;2.0;75.0;0.6150230099593326;0.950247767518007;4.0
3.0;23.0;5.0;163.0;2.0;48.0;0.6233581903167404;0.6835555460821533;3.0
1.0;12.0;2.0;50.0;0.0;5.0;0.4933851969879456;0.0547644160832077;1.0
1.0;12.0;4.0;70.0;2.0;5.0;0.9454630869296602;0.11702129052401289;1.0
1.0;23.0;12.0;67.0;1.0;6.0;0.06814462229610585;0.6290154972283653;2.0
4.0;35.0;6.0;205.0;1.0;80.0;0.5664221381340252;0.3082422479599527;3.0
1.0;40.0;29.0;72.0;1.0;31.0;0.6375447598805402;0.6687119710783137;4.0
2.0;14.0;3.0;126.0;2.0;5.0;0.43871941975188533;0.6035529938522799;1.0
1.0;9.0;1.0;61.0;2.0;6.0;0.48021523899848284;0.052395712665018745;2.0
3.0;23.0;5.0;159.0;2.0;45.0;0.2641267371763165;0.679264758682106;3.0
4.0;119.0;27.0;209.0;1.0;5.0;0.22832134830375117;0.4516252276281215;1.0
2.0;14.0;3.0;147.0;2.0;14.0;0.26255855639119197;0.09244607621188305;2.0
1.0;11.0;1.0;50.0;0.0;5.0;0.1334975579004497;0.15954660178096403;1.0
1.0;12.0;2.0;50.0;0.0;5.0;0.9566771153129733;0.40997934679572323;3.0
4.0;12.0;1.0;200.0;2.0;80.0;0.038446166460679;0.06811040597795215;3.0
2.0;23.0;6.0;112.0;1.0;22.0;0.9042552206003258;0.07946591340016207;3.0
1.0;11.0;1.0;50.0;0.0;5.0;0.48465786045360115;0.5227707765061589;1.0
1.0;12.0;2.0;50.0;0.0;5.0;0.2389720064791403;0.44082524862101025;3.0
1.0;12.0;2.0;50.0;0.0;29.0;0.49128406191973073;0.36098375081126444;4.0
2.0;19.0;4.0;120.0;1.0;24.0;0.839868213057606;0.9345631124218183;3.0
1.0;10.0;2.0;73.0;2.0;31.0;0.23249238188525967;0.09623062422735817;4.0
3.0;47.0;12.0;158.0;1.0;45.0;0.05001974046370061;0.0478034352001363;3.0
1.0;14.0;3.0;58.0;1.0;5.0;0.03222145222104911;0.950376728851731;2.0
2.0;15.0;2.0;128.0;1.0;24.0;0.7154537708418598;0.3316019342410772;3.0
1.0;11.0;1.0;50.0;0.0;5.0;0.18128910232495787;0.9665979412410932;3.0
1.0;11.0;1.0;50.0;0.0;5.0;0.5386273232460157;0.5534396558294442;3.0
1.0;11.0;3.0;69.0;2.0;30.0;0.8296825889296637;0.09894915106467417;4.0
1.0;31.0;20.0;63.0;1.0;5.0;0.7178554812257284;0.764184276927399;1.0
2.0;69.0;29.0;101.0;1.0;5.0;0.8067498778529831;0.34306485899265826;1.0
3.0;14.0;2.0;155.0;2.0;5.0;0.2932995995927107;0.5283593997105389;1.0
2.0;53.0;21.0;131.0;1.0;13.0;0.010088452212237642;0.4105546863533791;2.0
1.0;13.0;5.0;58.0;2.0;29.0;0.8302971660827541;0.7400356066852567;4.0
3.0;101.0;30.0;190.0;1.0;81.0;0.8202852811536746;0.3915631005497099;4.0
1.0;11.0;3.0;53.0;2.0;5.0;0.1477659180512212;0.2562800151649762;3.0
1.0;30.0;19.0;70.0;1.0;7.0;0.6181129558750201;0.5387584331069044;2.0
3.0;89.0;26.0;164.0;1.0;48.0;0.663758372651438;0.20593503231667964;3.0
1.0;11.0;1.0;50.0;0.0;5.0;0.32368002116726013;0.532539806947944;1.0
4.0;12.0;1.0;224.0;2.0;88.0;0.6642447297496319;0.33084542295171326;3.0
2.0;18.0;5.0;131.0;2.0;26.0;0.6709335331907502;0.9352251783536921;3.0
3.0;23.0;5.0;188.0;2.0;5.0;0.7371187506060688;0.8749208317069025;1.0
2.0;12.0;2.0;113.0;2.0;46.0;0.3914789278903924;0.36638706427496903;4.0
2.0;16.0;4.0;113.0;2.0;11.0;0.2360785678646936;0.21852965855544304;2.0
4.0;131.0;30.0;208.0;1.0;20.0;0.5947941469681776;0.5163776697553516;2.0
3.0;80.0;23.0;185.0;1.0;5.0;0.19567366697266841;0.791271098890549;1.0
1.0;12.0;2.0;50.0;0.0;5.0;0.5392217175346211;0.5145032573213636;3.0
1.0;12.0;2.0;50.0;0.0;29.0;0.07074840337523858;0.6139870411608281;4.0
1.0;11.0;1.0;50.0;0.0;5.0;0.439406982821149;0.244026080412015;3.0
1.0;29.0;18.0;85.0;1.0;8.0;0.8441241196543952;0.04211608128576849;3.0
3.0;62.0;17.0;158.0;1.0;15.0;0.36532773062547663;0.19344528467368272;2.0
4.0;28.0;5.0;222.0;2.0;22.0;0.48881474867696384;0.7462661183242802;2.0
1.0;27.0;16.0;72.0;1.0;5.0;0.4248366760029778;0.7814069567341347;1.0
1.0;9.0;1.0;94.0;2.0;5.0;0.27770358126867756;0.799567060655045;1.0
4.0;12.0;1.0;227.0;2.0;112.0;0.8955685725099121;0.40006956696735385;4.0
4.0;12.0;1.0;221.0;2.0;112.0;0.9458125730343274;0.12168481787890251;4.0
3.0;14.0;2.0;197.0;2.0;5.0;0.14744623245565036;0.34100612418522225;1.0
3.0;71.0;20.0;153.0;1.0;45.0;0.2802350210299739;0.6733643004679266;3.0
3.0;71.0;20.0;172.0;1.0;75.0;0.5679400448626878;0.07149569393575028;4.0
3.0;35.0;8.0;157.0;1.0;15.0;0.9422385413575206;0.5827706337632068;2.0
4.0;12.0;1.0;202.0;2.0;80.0;0.021482015457080172;0.7624240427684287;3.0
1.0;22.0;11.0;83.0;1.0;8.0;0.6325039434177152;0.8726395831760433;3.0
1.0;12.0;2.0;50.0;0.0;29.0;0.9534726768352629;0.6303807232934135;4.0
3.0;74.0;21.0;188.0;1.0;54.0;0.17793745246657156;0.7938812173067015;3.0
1.0;12.0;2.0;50.0;0.0;5.0;0.5744949411210611;0.8437223873127743;2.0
1.0;11.0;1.0;50.0;0.0;5.0;0.6133928937224399;0.881054148917034;3.0
1.0;11.0;1.0;50.0;0.0;5.0;0.49609645638972577;0.10387225120216848;3.0
1.0;12.0;2.0;50.0;0.0;5.0;0.8848095132408336;0.4033958636199255;1.0
1.0;11.0;1.0;50.0;0.0;29.0;0.8908310942309049;0.008278199198129887;4.0
1.0;11.0;1.0;50.0;0.0;29.0;0.38197397663569677;0.16616324825814865;4.0
2.0;31.0;10.0;102.0;1.0;10.0;0.7070769554577653;0.840857250345593;2.0
1.0;11.0;1.0;50.0;0.0;5.0;0.1978255444688488;0.40721045492081365;2.0
3.0;17.0;3.0;162.0;2.0;5.0;0.30639117702741725;0.8302363399581956;1.0
1.0;40.0;29.0;61.0;1.0;6.0;0.9912128549550532;0.5217301217231038;3.0
1.0;11.0;1.0;50.0;0.0;29.0;0.8278430817837695;0.8491906399580134;4.0
1.0;11.0;1.0;50.0;0.0;5.0;0.8563272159159897;0.9856878318612413;1.0
1.0;12.0;2.0;50.0;0.0;29.0;0.061429372699026596;0.8951322105201817;4.0
2.0;12.0;2.0;100.0;2.0;20.0;0.9693875173983232;0.5580969810528328;3.0
4.0;79.0;17.0;212.0;1.0;21.0;0.8342982962920328;0.5799241556287197;2.0
1.0;11.0;1.0;50.0;0.0;5.0;0.33347403397215936;0.7135912921286711;1.0
1.0;21.0;10.0;97.0;1.0;33.0;0.5818321423606236;0.4669731395343386;4.0
1.0;12.0;2.0;50.0;0.0;5.0;0.1168677714629458;0.8145753453672581;1.0
1.0;11.0;1.0;50.0;0.0;29.0;0.20634719860043294;0.05683267061451813;4.0
3.0;14.0;2.0;157.0;2.0;15.0;0.7389494617175135;0.9817919514909444;2.0
3.0;17.0;3.0;151.0;2.0;15.0;0.8120425293616684;0.10725283248709472;2.0
1.0;11.0;3.0;77.0;2.0;7.0;0.9259488624826804;0.17053797339800902;2.0
